repo,pluginStatus,category,readmeLength,fenceMarkCount,practicalVersion,oldScore,practicalV2,delta,ease
stevysmith/stacktree-dsh,unknown,tools,3789,6,2,80,25,-55,45
wangsan71/DSh-feishu-bot,verified-plugin,notify,6285,6,2,80,34,-46,100
nickhelion/dsh-serverchan-notify,verified-plugin,notify,798,2,2,40,0,-40,100
longlongdragons/roleplay-plugin,unknown,other,2794,4,2,50,61,11,65
zoahdev/dsh-firstrun,verified-plugin,dev,4990,22,2,80,56,-24,65
johnoooooo/dsh-view-image,verified-plugin,session,3119,12,2,80,37,-43,100
zoahdev/dsh-readme-forge,verified-plugin,dev,5357,24,2,80,53,-27,100
imchenmin/dsh-auth-lock,verified-plugin,tools,11531,44,2,80,59,-21,100
IcyOct/dsh-airp,unknown,model,,,,,,,
utensil/dsh-pi-tui-mono,conflict,other,3526,4,2,80,0,-80,100
shenzhantu/dsh-subagent-model,verified-plugin,model,5207,8,2,80,47,-33,100
imkingjh999/dsh-float-window,verified-non-plugin,tools,2012,2,2,50,31,-19,65
shenzhantu/dsh-usage-info,verified-plugin,other,2217,12,2,80,42,-38,100
caizhihaoczh/dsh-profile-multica,verified-plugin,dev,3226,8,2,80,9,-71,100
guozede12593312/dsh-tdx,verified-plugin,other,1592,8,2,70,16,-54,100
EIGHTfs/dsh-task-completion,unknown,workflow,,,,,,,
EIGHTfs/dsh-session-group,unknown,session,,,,,,,
Rainpomelo/deepseek-harness-mimo-memory,verified-plugin,session,3405,12,2,80,20,-60,80
wxxb789/dsh-j-space,unknown,model,,,,,,,
zhifengjiang/dsh-hover-archive,verified-plugin,ui,3546,4,2,80,43,-37,100
kitai-ai/dsh-settings-manager,verified-plugin,other,1824,6,2,70,31,-39,100
kazma258/dsh-usage-card,verified-plugin,tools,1631,10,2,40,2,-38,100
zhourenke/dsh-agent-rate-limit,verified-plugin,other,9401,16,2,80,6,-74,80
Relethe/dsh-brief-session-title,verified-plugin,session,3953,6,2,80,32,-48,100
173787247/dsh-wsl-env,verified-plugin,dev,2104,6,2,80,0,-80,100
haochi72/dsh-auto-continue-429,verified-plugin,workflow,3839,20,2,50,39,-11,100
huangdaxianer/dsh-dual-model-eval,verified-plugin,model,4683,12,2,80,0,-80,80
fonlan/dsh-model-parameters,verified-plugin,model,3566,12,2,80,2,-78,100
Raybbish/dsh-poker-plugin,verified-plugin,tools,14254,20,2,80,25,-55,45
RyzeZhou/dsh-ui-mobile-layout,verified-plugin,other,4217,8,2,80,47,-33,80
CuteSamurai24/dsh-md-memory,verified-plugin,model,2836,8,2,80,25,-55,100
okaditya84/dsh-agent-sentinel,unknown,skill,6109,8,2,50,0,-50,100
oppnc/dsh-kernel-minimax,verified-non-plugin,tools,2120,6,2,80,3,-77,65
ShenpingDD/wooden-fish-dsh,verified-plugin,tools,3683,6,2,50,38,-12,100
fishOfOUC/dsh-self-analyze,verified-plugin,other,3168,4,2,80,25,-55,80
Angel-GP/dsh-gitpeek,verified-plugin,session,8709,16,2,80,40,-40,100
Diluka/dsh-side-session,verified-plugin,session,3919,4,2,80,33,-47,100
Wulabalabo/dsh-sidebar-Explorer-Plus,verified-plugin,market,1865,6,2,70,25,-45,100
charlzyx/dshwork,conflict,dev,711,4,2,40,0,-40,65
weibaohui/dsh-plugin-scheduled-items,verified-plugin,session,2134,8,2,80,25,-55,100
Rainpomelo/deepseek-harness-plugin-market,unknown,market,,,,,,,
EIGHTfs/dsh-test-sync-plugin,unknown,other,,,,,,,
nan1010082085/dsh-chat-sync,verified-plugin,session,2461,6,2,80,25,-55,100
sorry123maker/dsh-plugin-manager,verified-plugin,market,2755,4,2,80,37,-43,100
runfali/dsh-web-search-custom,verified-plugin,model,2928,8,2,80,26,-54,65
weopenfire-git/dsh-plugin-pub-review,unknown,other,5310,4,2,80,44,-36,80
MemoryIt/dsh-trail-plugin,verified-plugin,other,2906,6,2,80,23,-57,100
zoahdev/dsh-disk-audit,verified-plugin,dev,4687,24,2,80,54,-26,100
Joe-rq/dsh-research-agent,unknown,tools,3152,8,2,80,28,-52,100
linanatoly/dsh-chat-history-locator,unknown,session,2949,4,2,80,32,-48,80
EIGHTfs/dsh-git-push,unknown,notify,,,,,,,
guanosine-diphosphate/dsh-retry-policy-settings,verified-plugin,model,2683,6,2,80,36,-44,100
zmh2000829/dsh-memory-graph,verified-plugin,memory,16730,16,2,80,60,-20,65
EIGHTfs/dsh-bili-publisher,unknown,other,,,,,,,
disc0nct/dsh-memory-plugin,verified-plugin,session,9034,28,2,80,44,-36,100
trees163/dsh-customizations,verified-plugin,theme,8649,10,2,80,50,-30,45
Odefined/dsh-mobile-webui,verified-plugin,ui,5376,6,2,80,16,-64,80
menantonio83-hue/tnt-house,verified-non-plugin,tools,3802,4,2,80,37,-43,45
changguo1998/dsh-turtle-ui-prompt-extra,unknown,skill,,,,,,,
marshfolx/dsh-provider-badge,verified-plugin,model,2472,6,2,80,2,-78,100
tycket033-tech/dsh-holdem,verified-plugin,other,3425,16,2,80,45,-35,100
Leonx01/peak-valley-alarm,unknown,tools,3123,6,2,80,7,-73,80
bpc-oss/dsh-routed-subagent,verified-plugin,model,12804,12,2,80,48,-32,80
y2zyyr/dsh-restart-button,verified-plugin,dev,4730,2,2,80,40,-40,80
Harzva/dsh-maclens,verified-plugin,model,5746,14,2,80,45,-35,100
nekomona/dsh-plugin-zai-mcp,verified-plugin,tools,8178,16,2,80,41,-39,65
dakeshui123/dsh-pet-frieren,verified-plugin,tools,6319,8,2,80,20,-60,70
zoahdev/dsh-quality-score,verified-plugin,dev,6268,18,2,80,56,-24,100
zhinian558/dsh-translator,verified-plugin,tools,14591,4,2,80,9,-71,65
Bil812/dsh-balance-tasks,verified-plugin,workflow,2694,8,2,80,5,-75,65
tkwkeven/dsh-lark-all,verified-plugin,session,9463,22,2,80,53,-27,100
Yancey2023/dsh-fold,verified-plugin,other,18223,14,2,80,47,-33,100
sixtysevenlf/dsh-routing-suite-opencode-go,verified-plugin,model,3139,6,2,80,25,-55,45
sixtysevenlf/dsh-balance-window,verified-plugin,other,732,0,2,20,24,4,65
biubiukam/dsh-runtime-nutrition-label,verified-plugin,tools,11841,12,2,80,38,-42,100
asd13006/dsh-multi-lang-ui,verified-plugin,ui,8909,14,2,80,50,-30,100
BoltBlue121/kimi-for-dsh,unknown,model,4437,8,2,80,26,-54,100
Gyanano/wayfinder-dashboard,verified-plugin,other,1886,8,2,70,25,-45,100
Max-Null/dsh-sidebar-preview-select,verified-plugin,other,1303,4,,70,,,100
dsh-plugin-evaluation/dsh-agent-observe,verified-plugin,skill,3627,32,2,80,33,-47,65
y2zyyr/dsh-model-retry-settings,verified-plugin,model,5575,16,2,80,44,-36,100
bigstyle777/dshp,verified-non-plugin,dev,4278,8,2,50,32,-18,100
Dinosaur-MC/dsh-win-multi-bash,verified-plugin,dev,13736,16,2,80,28,-52,80
he110Warudo/dsh-window,unknown,tools,3307,8,,50,,,65
ther000/DshWebLauncher,unknown,tools,1333,4,2,40,27,-13,65
zhoupengjie/dsh-settings-icon-manager,verified-plugin,other,,,,,,,
ngk3pori/dsh-zh-cn-ui,verified-plugin,other,3067,14,2,80,38,-42,80
Zenjibad/dsh-drop-any-file,verified-plugin,session,10250,6,2,50,51,1,100
Zenjibad/dsh-mcp-toggle,verified-plugin,tools,10443,6,2,50,39,-11,100
sd3247930/SkyDome,verified-non-plugin,dev,,,,,,,
nonmean/dsh-audio-input,verified-plugin,tools,9707,16,2,80,31,-49,100
oppnc/dsh-kernel-mesh,verified-plugin,model,4937,6,2,80,16,-64,65
chenmzh/dsh-codex-reasoning-router,verified-plugin,tools,5420,14,2,80,0,-80,80
Windsland52/dsh-auto-retry,verified-plugin,other,2851,6,2,80,15,-65,80
Palaiologos1453/dsh-worktree-studio,verified-plugin,git,8457,12,2,80,44,-36,100
YaoaY/dsh-conversation-accents,verified-plugin,theme,1403,6,2,70,42,-28,100
YaoaY/dsh-gpt-compat,verified-plugin,tools,3348,12,2,80,38,-42,100
zhoupengjie/dsh-motion-manager,verified-plugin,other,,,,,,,
lilei0311/dsh-plugin-modality-fallback,verified-plugin,other,6122,6,2,80,20,-60,100
DM-Odyssey/dsh-session-manager,verified-plugin,session,4721,14,2,80,46,-34,100
dolcejust-spec/dsh-event-watch,verified-plugin,session,4374,6,,80,,,65
staff-os/dsh-dify,verified-plugin,other,8197,14,2,80,28,-52,65
WaveSpeedAI/wavespeed-dsh-skill,verified-plugin,skill,2617,10,2,80,0,-80,100
raydez/deepseek-harness-pet-plugin,verified-non-plugin,fun,8732,8,2,50,46,-4,35
Leyan0365/dsh-retro-mac,verified-plugin,theme,4555,6,2,80,44,-36,100
Hudson-Junior-Wang/dsh-search-switcher,verified-plugin,tools,2714,8,2,80,25,-55,100
songofhawk/doco-dsh,verified-plugin,tools,4570,12,2,80,28,-52,100
chuankris/dsh-video-factory,unknown,tools,1377,6,2,70,8,-62,65
potterlee369-prog/dsh-workspace-pin,unknown,market,1966,2,2,70,16,-54,80
whaojie797-design/diagram-drift,unknown,session,5102,14,2,80,51,-29,100
LessXi/paper-workbench,verified-plugin,tools,2448,10,2,80,25,-55,100
mikegabyte/dsh-vn-biz,verified-plugin,tools,3137,8,2,50,22,-28,100
martinbear1/dsh-realtime-voice,verified-plugin,tools,5331,6,2,50,40,-10,30
potterlee369-prog/dsh-vscode-opener,unknown,dev,2902,4,2,80,15,-65,80
whaojie797-design/source-watch,unknown,tools,4828,14,2,80,55,-25,100
wumu-366/dsh-notify,verified-plugin,notify,4818,8,2,80,41,-39,100
Xiangliuy/dsh-web-search-bing-rss,unknown,model,4208,14,2,80,9,-71,45
whaojie797-design/Novera-AI-agent,unknown,model,3728,4,2,50,13,-37,65
habushe/dsh-oneclick-launcher,unknown,tools,2995,8,2,80,30,-50,80
feng78-boop/dsh-thirteen-bg,verified-plugin,theme,1882,2,2,70,6,-64,100
whaojie797-design/career-fit-cn,unknown,skill,4285,14,2,80,57,-23,100
ZanderKong/look-here,verified-plugin,other,4608,10,2,80,22,-58,100
goecho/dsh-generation,verified-plugin,tools,5962,6,2,80,25,-55,100
LM20230311/awesome-dsh-plugin-cn,unknown,other,,,,,,,
Daseanle/dsh-teacher-preset,verified-plugin,other,6999,16,2,80,30,-50,100
sluminositys/dsh-artifactloop,verified-plugin,session,5091,4,2,80,38,-42,100
bobby-sheng/dshget-plugin,verified-plugin,tools,6629,8,2,80,38,-42,100
whaojie797-design/skill-sentry,unknown,skill,4498,12,2,80,24,-56,100
zoyluoblue/deepseek-harness-rewind,verified-plugin,model,11807,6,2,80,57,-23,80
dong-victor/dsh-mcphub,verified-plugin,tools,2740,8,2,80,34,-46,80
dong-victor/dsh-opencodego-usage,verified-plugin,dev,6689,16,2,80,34,-46,45
kaiwangleo/xiwen,verified-plugin,other,3371,16,2,50,36,-14,30
littleDogWang/dsh-agora,unknown,skill,,,,,,,
Daseanle/dsh-mcp-orchestrator,verified-plugin,model,9247,14,2,80,25,-55,100
bigstyle777/dsh-tool-arxiv,verified-plugin,tools,1586,8,2,70,16,-54,100
xiaoyizhuang03-droid/dsh-lmstudio-router,verified-plugin,model,975,6,2,70,0,-70,100
staavanothanh/dsh-cbm,verified-plugin,memory,1510,6,2,40,0,-40,65
hongsantu/dsh-personalization,unknown,session,3771,4,2,80,28,-52,80
Daseanle/dsh-obsidian-bridge,verified-plugin,session,9294,20,2,80,25,-55,100
faukwaa/dsh-gap-feed,verified-plugin,notify,4925,6,2,80,44,-36,100
vuvanmai936-dot/dsh-ocr-bridge,verified-plugin,model,7539,10,2,80,28,-52,65
baihejiangnan/dsh-topbar-manager,verified-plugin,tools,1210,8,2,70,8,-62,80
LM20230311/dsh-billing-cn,unknown,other,,,,,,,
173787247/dsh-wsl-net,verified-plugin,tools,2000,8,2,70,0,-70,100
AlexYin-Tongji/dsh-ui-enhancer,verified-plugin,ui,2439,8,2,80,36,-44,100
wangweber/dsh-my-todo,verified-plugin,session,2051,6,2,80,13,-67,100
DongDong1997/dsh-mcskin,verified-plugin,theme,5753,8,2,80,6,-74,100
fan56/dsh-subagent-registry,verified-plugin,other,14323,10,2,80,32,-48,100
MDR-EX1000/dsh-rw,verified-plugin,remote,12458,12,2,80,53,-27,100
shiyazhou666/dsh-token-plan-compare,verified-plugin,model,2739,12,2,80,29,-51,100
chendefine/dsh-cdp-live-view,verified-plugin,other,8395,22,2,80,63,-17,100
helibeiqi/dsh-cordis-universal-adapter,verified-plugin,tools,6810,18,2,80,30,-50,100
wusai2333/YierPet,verified-plugin,dev,8116,10,2,80,42,-38,100
MCXCC303/dsh-dslow,verified-plugin,other,880,4,2,70,0,-70,100
JK-LIL/dsh-compaction-current-model,verified-plugin,model,1815,8,2,70,6,-64,80
fonlan/dsh-apply-patch,verified-plugin,other,2776,16,2,80,27,-53,100
eya46/dsh-plugins,conflict,other,1776,8,2,70,0,-70,100
fan56/dsh-dcp,verified-plugin,other,4347,8,2,80,35,-45,100
ch1bug/dsh-workflow-enforcer,unknown,workflow,,,,,,,
liaoyonghong/dsh-workspace-api,verified-plugin,dev,7899,18,2,80,52,-28,100
Asianfleet/dsh-message-copy-enhance,verified-plugin,session,7361,12,2,80,27,-53,65
heming-gmh/dsh-capcheck,verified-plugin,other,3450,12,2,50,22,-28,100
Ethanz11-creat/dsh-billing-tui,verified-plugin,dev,7670,14,2,80,35,-45,100
MFWTW/dsh-UI-web,verified-plugin,tools,815,0,2,50,0,-50,80
daemtri/web-directory-picker,verified-plugin,tools,1196,4,2,70,0,-70,80
jcleener/api-monitor,verified-plugin,session,4411,6,2,80,30,-50,65
0x1a27/dsh-pwsh-direct,verified-plugin,other,9918,18,2,80,40,-40,80
AdenChenCoder/dsh-werewolf,verified-plugin,tools,1366,6,2,70,16,-54,100
kongxiag/pdfreader,verified-non-plugin,other,11224,12,2,80,43,-37,65
jaco-tech/dsh-web-fetch-crw,unknown,model,3552,16,2,80,12,-68,100
lexmount/dsh-browser,verified-plugin,tools,9619,22,2,80,46,-34,80
ostar999/ostar-dsh-left-sidebar,verified-plugin,other,8555,16,2,50,40,-10,100
jcleener/dsh-local-plugin-switch,verified-plugin,market,1275,4,2,70,18,-52,100
Tinzlu/dsh-review,unknown,model,3523,8,2,80,33,-47,65
sologuy/dsh-llm-bailian-kimi,verified-plugin,model,4070,10,2,80,7,-73,65
PineappleTwilight/dsh-llm-retry-infinite,verified-plugin,model,9892,28,2,80,24,-56,100
xiaoxianasd/dsh-liquid-glass-ui,verified-plugin,theme,2803,4,2,80,34,-46,100
xusuyang030218/dsh-code-workbench,verified-plugin,dev,3909,4,2,80,41,-39,65
lvxinrong/Kantu,verified-plugin,other,26324,16,2,50,50,0,65
Xiaojing-511/dsh-web-restart,verified-plugin,tools,3524,14,2,80,49,-31,100
jcleener/dsh-model-cascade,verified-plugin,model,1579,4,2,70,28,-42,100
TY-ang/dsh-worktree-flow,verified-plugin,dev,8141,6,2,80,16,-64,80
mobius/dsh-pixel-liangzu,verified-plugin,session,4102,10,2,80,15,-65,100
SiriusWJ/dsh-skills,unknown,skill,657,2,2,40,0,-40,65
Nixz0824/dsh-composer-alcove,verified-plugin,other,4415,8,2,80,7,-73,100
ZHI-QI/dsh-okf-memory,verified-plugin,session,3864,8,2,80,38,-42,100
tengfeizhao1219/dsh-ai-collab,verified-plugin,session,3663,8,2,80,7,-73,100
haimuhaimu/dsh-hello-plugin,verified-plugin,other,899,6,2,70,3,-67,100
Jeff1573/dsh-plugin-scheduled-tasks,verified-plugin,workflow,12061,22,2,80,42,-38,100
173787247/dsh-repeat-stop,verified-plugin,security,1938,6,2,70,0,-70,100
CnsMaple/dsh-open-in-editor,verified-plugin,other,3061,2,2,80,36,-44,100
ywleeo/dsh-vision-dashscope,unknown,tools,3414,6,2,80,29,-51,65
MicroWearld/dsh-subagent-a2a,verified-plugin,model,1616,10,2,70,17,-53,80
ggggggggggz/dsh-gh-search,verified-plugin,tools,2573,4,2,80,22,-58,65
victorytianyi-dev/dsh-upload-button,verified-plugin,tools,1800,2,2,70,27,-43,100
wangxilhy23/dsh-wx-desktop,verified-plugin,market,5856,10,2,80,44,-36,100
jaco-tech/dsh-web-search-searxng,unknown,model,3492,16,2,80,12,-68,100
baixianger/dsh-network,verified-plugin,remote,6151,18,2,80,0,-80,100
dsh-niao/dsh-niao-message,verified-plugin,notify,4630,8,2,50,36,-14,100
Harzva/dsh-obsidian,verified-plugin,other,4508,10,2,80,25,-55,45
Bole1001/dsh-power-awake,verified-plugin,dev,1483,8,2,70,6,-64,100
filantropo17/dsh-llm-repetition-guard,unknown,model,5041,4,2,50,22,-28,100
Harzva/dsh-uvm,verified-plugin,dev,3771,14,2,80,24,-56,50
timsok-shit/dsh-conversation-tracker,unknown,session,13486,10,2,80,28,-52,100
Dinis0214/dsh-desktop-lite,unknown,tools,6027,18,2,50,39,-11,65
LanQin996/dsh-reasoning,verified-plugin,other,5313,12,2,80,25,-55,100
PeanutsDou/dsh-selection-tutor,verified-plugin,session,1032,4,2,70,0,-70,100
Xpectuer/dsh-peak-alarm,unknown,skill,2073,6,2,80,22,-58,80
NattoCB/dsh-plugin-petdex-market,verified-plugin,fun,6947,14,2,80,34,-46,100
elonnzhang/dsh-digital-life,verified-plugin,dev,9147,18,2,80,56,-24,80
imdeniil/dsh-ui-zoom,verified-plugin,tools,1727,2,2,40,0,-40,100
SeaOf0/dsh-mcp-studio,verified-plugin,tools,3148,8,2,80,36,-44,80
wemio/dsh-plugin-catalog,verified-plugin,dev,1168,2,2,40,29,-11,65
Bruvis625/dsh-peakshift,unknown,other,7392,20,2,80,52,-28,80
wbj0256/dsh-agent-handoff-deliberation,unknown,tools,2556,6,2,80,2,-78,100
temidayoxyz/deep-tariff,unknown,market,2741,8,2,80,19,-61,100
eka3os/dsh-balance,verified-plugin,tools,4562,20,2,80,47,-33,65
Schumchanvi/dsh-voice-input-cn,verified-plugin,voice,3264,8,2,50,42,-8,100
ssdyg4444-sys/dsh-audit-log,verified-plugin,dev,5533,14,2,80,29,-51,100
oppnc/dsh-kernel-grok,unknown,tools,2959,4,2,80,3,-77,100
oppnc/dsh-kernel-codex,unknown,tools,2936,4,2,80,3,-77,100
quei4r/dsh-client-open-in-vscode,verified-plugin,tools,2819,6,2,80,25,-55,80
L-1124/dsh-tencent-music,verified-plugin,other,1962,2,2,70,22,-48,80
sincerity711/dsh-remote-desktop,verified-plugin,other,4977,22,2,80,32,-48,65
NattoCB/dsh-skill-indexer,verified-plugin,memory,4249,10,2,80,31,-49,100
feiyang-dev/dsh-mobile-remote,verified-plugin,other,16339,14,2,80,56,-24,100
EaveBounty/dsh-plugin-graph,verified-plugin,other,4019,2,2,80,32,-48,100
xisheng687/dsh-subscription-media-suite,verified-plugin,tools,2684,2,2,50,0,-50,30
imdeniil/dsh-locale-ru,verified-plugin,other,2640,4,2,50,0,-50,100
auuduu/dsh-timem-memory,unknown,memory,2433,4,2,80,0,-80,65
msnlyy-rgb/dsh-spotify-theme,unknown,theme,4193,14,2,80,41,-39,80
ibrhr/dsh-peak,verified-plugin,model,4530,8,2,80,25,-55,80
surenkid/dsh-selection-based-comments,verified-plugin,session,2219,16,2,80,30,-50,100
YiCheng-Zzz/jarvis-skin-publish-dsh-client-ui-skin-jarvis-own,verified-plugin,theme,1120,6,2,70,0,-70,80
yuzh1090/dsh-voice-prompt-compressor,verified-plugin,model,4200,8,2,80,43,-37,100
Linzr-lly/dsh-whale-lap,verified-plugin,session,4570,10,2,50,43,-7,65
rison114514/deepseek-status-monitor,verified-plugin,session,3402,12,2,80,0,-80,100
userofthecomputer/dsh-openrouter-provider-badge,verified-plugin,model,3849,10,2,80,12,-68,65
ankye/dsh_use_browser,verified-plugin,tools,2901,4,2,80,16,-64,100
huaqian695-sudo/dsh-wechat-bot,unknown,model,6371,20,2,50,57,7,65
SmileBuild/dsh-planchart,verified-plugin,ui,10303,14,2,80,45,-35,100
Junkrat9527/dsh-desktop-automation,verified-plugin,session,3446,6,2,80,48,-32,65
DocJlm/dsh-supervisor,unknown,tools,,,,,,,
sincerity711/dsh-web-search-opencli,verified-plugin,tools,5998,24,2,80,25,-55,100
xiongjiamu/dsh-gitmodules-dir,verified-plugin,dev,5407,6,2,80,11,-69,100
aga-j/dsh-mini-games,verified-plugin,fun,4120,14,2,80,29,-51,80
imdeniil/dsh-model-picker-search,verified-plugin,model,2419,2,2,50,0,-50,100
a1297424439/dsh-quote-panel,verified-plugin,model,4369,6,2,50,58,8,100
Harzva/dsh-session-context-menu,verified-plugin,session,3676,8,2,80,6,-74,100
jdz321/dsh-plugin-git-status,verified-plugin,tools,4095,12,2,80,13,-67,100
GalaxyCcx/dsh-desktop-pet,unknown,fun,924,2,2,40,0,-40,65
uruana33/dsh-adaptive-anchored-standard,unknown,theme,5911,18,2,50,40,-10,70
qwertyuiop314/dsh-recycle-bin,verified-plugin,other,6350,10,2,80,56,-24,100
NattoCB/dsh-plugin-memory,verified-plugin,memory,7053,6,2,80,32,-48,100
helibeiqi/dsh-compaction-pro,verified-plugin,model,6428,12,2,80,32,-48,80
OpenSaozi/dsh-session-pin,verified-plugin,session,3473,2,2,80,20,-60,100
liqiming-whu/dsh-status-card,verified-plugin,ui,3523,12,2,50,50,0,70
ABccgh/imakb,unknown,session,9630,8,2,50,31,-19,30
weijianguizhou/dsh-model-provider-badge,verified-plugin,model,1583,6,2,70,16,-54,100
ivanon/dsh-dev-crew,verified-plugin,dev,15101,10,2,80,40,-40,100
geokkjer/dsh-peak,verified-plugin,other,2706,6,2,80,5,-75,100
NGdust/dsh-claude-code-local,verified-plugin,model,8024,16,2,80,26,-54,65
YiCheng-Zzz/dsh-client-ui-skin-jarvis,verified-plugin,theme,1695,10,2,70,16,-54,80
JunguangJiang/ds-whale-ui,verified-plugin,tools,3395,14,2,80,27,-53,100
ankye/dsh-image-generation,verified-plugin,model,7936,18,2,80,37,-43,45
Mshir0/dsh-conda-workspace-env,verified-plugin,skill,3951,26,2,80,55,-25,100
JW53222/faultseed,verified-plugin,dev,24842,28,2,50,53,3,30
directwire/culmen,verified-plugin,model,4635,6,2,80,29,-51,45
haimuhaimu/dsh-persona,verified-plugin,other,2624,4,2,80,32,-48,100
JunguangJiang/dsh-agent-lead,verified-plugin,other,3256,2,2,50,27,-23,65
liuchang8877/dsh-plugin-openviking,unknown,memory,3600,16,2,50,25,-25,65
zoyluoblue/deepseek-harness-replay,verified-plugin,model,12136,16,2,80,41,-39,65
ClawsJoy/exam-prep-extension,unknown,tools,3378,6,2,50,40,-10,65
dong-victor/dsh-better-sidebar-jupyter,verified-plugin,other,4346,2,2,80,25,-55,80
jaco-tech/dsh-llm-claude-bridge,unknown,model,4247,2,2,80,25,-55,80
anht3889/dsh-superpowers,verified-plugin,skill,3116,8,2,80,13,-67,80
hatter123/dsh-diffgeom,verified-plugin,other,2002,8,2,80,4,-76,100
Badegg404/dsh-code-review,unknown,tools,,,,,,,
civaapple-alt/pi-cordis,unknown,dev,5958,8,2,80,8,-72,80
OpenSaozi/dsh-session-archive,verified-plugin,session,2463,2,2,80,15,-65,100
NattoCB/dsh-plugin-notifications,verified-plugin,notify,4677,2,2,80,23,-57,80
Yaing-Yan/dsh-show-picture,verified-plugin,session,5910,8,2,50,37,-13,65
Altermoe/fluent2-design-skills,unknown,skill,2940,7,2,80,17,-63,80
Li-canghai/dsh-archived-conversation,verified-plugin,session,4050,4,2,80,40,-40,80
feihu1991/dsh-kefu,verified-plugin,other,5256,6,2,50,34,-16,65
imdeniil/dsh-effort-bars,verified-plugin,dev,2502,2,2,50,0,-50,100
ankye/dsh-client-vision,verified-plugin,model,8865,18,2,80,55,-25,45
limoiie/dsh-plugin-worktree,verified-plugin,other,7037,12,2,80,25,-55,100
baixianger/dsh-weave,verified-plugin,remote,4759,8,2,80,23,-57,100
ABccgh/ws-cleaner,unknown,tools,2257,2,2,50,25,-25,65
joyboy-yy/dsh-plugin-sound-notify,verified-plugin,workflow,2268,8,2,80,25,-55,80
yu-xin-c/dsh-evolution-console,verified-plugin,other,8246,26,2,80,72,-8,100
EnernityLune/dsh-luvian-ui-wallpaper,verified-plugin,theme,2958,10,2,80,21,-59,100
MrTrujay/dsh-ui-easyfold,verified-plugin,tools,3497,8,2,80,17,-63,80
quei4r/dsh-client-paste-image,verified-plugin,model,2242,6,2,80,0,-80,80
timsok-shit/dsh-quick-resume,verified-plugin,dev,2717,2,2,80,26,-54,100
